#chrom	txStart	txEnd	refseq	score	strand	symbol
chr5_GL339449v2_alt	385731	442341	NM_022892	0.000	+	NAIP
chr5_GL339449v2_alt	502683	510145	NM_022968	0.000	-	SERF1A
chr5_GL339449v2_alt	492260	510139	NM_022978	0.000	-	SERF1B
chr5_GL339449v2_alt	927	13338	NM_033281	0.000	+	MRPS36
chr5_GL339449v2_alt	153007	198226	NM_133338	0.000	+	RAD17
chr5_GL339449v2_alt	154646	198226	NM_133339	0.000	+	RAD17
chr5_GL339449v2_alt	154230	198226	NM_133340	0.000	+	RAD17
chr5_GL339449v2_alt	154230	198226	NM_133341	0.000	+	RAD17
chr5_GL339449v2_alt	152926	198226	NM_133342	0.000	+	RAD17
chr5_GL339449v2_alt	152492	198226	NM_133343	0.000	+	RAD17
chr5_GL339449v2_alt	153007	198226	NM_133344	0.000	+	RAD17
chr5_GL339449v2_alt	63866	103703	NM_176816	0.000	-	CCDC125
chr5_GL339449v2_alt	1374287	1384497	NR_003922	0.000	+	PMCHL2
chr5_GL339449v2_alt	938880	939864	NR_024054	0.000	-	SMA4
chr5_GL339449v2_alt	317759	336638	NR_026578	0.000	+	LOC647859
chr5_GL339449v2_alt	111925	625381	NR_027386	0.000	-	GUSBP3
chr5_GL339449v2_alt	847123	918175	NR_027386	0.000	+	GUSBP3
chr5_GL339449v2_alt	924432	926481	NR_027439	0.000	+	LOC100272216
chr5_GL339449v2_alt	556421	712606	NR_029426	0.000	-	SMA4
chr5_GL339449v2_alt	1069426	1288202	NR_029426	0.000	-	SMA4
chr5_GL339449v2_alt	343170	378180	NR_033417	0.000	+	GTF2H2B
chr5_GL339449v2_alt	962950	997920	NR_033417	0.000	-	GTF2H2B
chr5_GL339449v2_alt	639912	681419	NR_033968	0.000	-	GUSBP9
chr5_GL339449v2_alt	878399	917502	NR_033968	0.000	+	GUSBP9
chr5_GL339449v2_alt	1132428	1257825	NR_033968	0.000	-	GUSBP9
chr5_GL339449v2_alt	414556	712608	NR_034021	0.000	-	SMA5
chr5_GL339449v2_alt	920681	926772	NR_073404	0.000	-	LOC441081
chr5_GL949742v1_alt	28731	45615	NR_109948	0.000	+	LOC101929645
chr5_KI270791v1_alt	64344	121219	NM_001044	0.000	+	SLC6A3
chr5_KI270791v1_alt	8166	48346	NM_024830	0.000	+	LPCAT1
chr5_KI270791v1_alt	169121	195710	NM_030782	0.000	+	CLPTM1L
chr5_KI270792v1_alt	27468	57319	NM_001271082	0.000	+	NKD2
chr5_KI270792v1_alt	68882	129739	NM_006598	0.000	-	SLC12A7
chr5_KI270792v1_alt	27468	57319	NM_033120	0.000	+	NKD2
chr5_KI270792v1_alt	81061	81140	NR_039778	0.000	-	MIR4635
chr5_KI270792v1_alt	5683	15847	NR_104614	0.000	-	LOC100506688
chr5_KI270792v1_alt	5683	15847	NR_104615	0.000	-	LOC100506688
chr5_KI270793v1_alt	92688	92731	NR_039661	0.000	+	MIR4456
chr5_KI270793v1_alt	14686	24728	NR_103444	0.000	+	LOC100996325
chr5_KI270794v1_alt	147188	155829	NM_001012509	0.000	-	SLC45A2
chr5_KI270794v1_alt	145937	155829	NM_016180	0.000	-	SLC45A2
chr5_KI270794v1_alt	137707	140240	NM_016568	0.000	+	RXFP3
chr5_KI270795v1_alt	130717	131533	NM_006261	0.000	-	PROP1
chr5_KI270795v1_alt	9796	18804	NR_003615	0.000	+	LOC728554
chr5_KI270796v1_alt	45884	88269	NR_109882	0.000	+	LOC101927421
chr5_KI270897v1_alt	274861	302932	NM_000344	0.000	+	SMN1
chr5_KI270897v1_alt	473375	501443	NM_000344	0.000	+	SMN1
chr5_KI270897v1_alt	583735	616029	NM_001042490	0.000	-	GTF2H2C_2
chr5_KI270897v1_alt	583358	616052	NM_001098728	0.000	-	GTF2H2C
chr5_KI270897v1_alt	250582	258036	NM_001178087	0.000	+	SERF1B
chr5_KI270897v1_alt	449076	456530	NM_001178087	0.000	+	SERF1B
chr5_KI270897v1_alt	583509	616049	NM_001515	0.000	-	GTF2H2
chr5_KI270897v1_alt	516877	573494	NM_004536	0.000	-	NAIP
chr5_KI270897v1_alt	626937	654414	NM_004536	0.000	-	NAIP
chr5_KI270897v1_alt	274861	302936	NM_017411	0.000	+	SMN2
chr5_KI270897v1_alt	473375	501447	NM_017411	0.000	+	SMN2
chr5_KI270897v1_alt	985598	1097797	NM_018429	0.000	+	BDP1
chr5_KI270897v1_alt	250576	268460	NM_021967	0.000	+	SERF1A
chr5_KI270897v1_alt	449070	466963	NM_021967	0.000	+	SERF1A
chr5_KI270897v1_alt	274861	302932	NM_022874	0.000	+	SMN1
chr5_KI270897v1_alt	473375	501443	NM_022874	0.000	+	SMN1
chr5_KI270897v1_alt	274861	302936	NM_022875	0.000	+	SMN2
chr5_KI270897v1_alt	473375	501447	NM_022875	0.000	+	SMN2
chr5_KI270897v1_alt	274861	302936	NM_022876	0.000	+	SMN2
chr5_KI270897v1_alt	473375	501447	NM_022876	0.000	+	SMN2
chr5_KI270897v1_alt	274861	302936	NM_022877	0.000	+	SMN2
chr5_KI270897v1_alt	473375	501447	NM_022877	0.000	+	SMN2
chr5_KI270897v1_alt	516877	573494	NM_022892	0.000	-	NAIP
chr5_KI270897v1_alt	626937	654417	NM_022892	0.000	-	NAIP
chr5_KI270897v1_alt	250576	258038	NM_022968	0.000	+	SERF1A
chr5_KI270897v1_alt	449070	456532	NM_022968	0.000	+	SERF1A
chr5_KI270897v1_alt	250582	268454	NM_022978	0.000	+	SERF1B
chr5_KI270897v1_alt	449076	466957	NM_022978	0.000	+	SERF1B
chr5_KI270897v1_alt	905762	915972	NR_003922	0.000	+	PMCHL2
chr5_KI270897v1_alt	135377	200854	NR_024054	0.000	+	SMA4
chr5_KI270897v1_alt	135377	529919	NR_027386	0.000	+	GUSBP3
chr5_KI270897v1_alt	465791	733767	NR_027386	0.000	-	GUSBP3
chr5_KI270897v1_alt	126977	129026	NR_027439	0.000	+	LOC100272216
chr5_KI270897v1_alt	49475	204324	NR_029426	0.000	+	SMA4
chr5_KI270897v1_alt	364212	819688	NR_029426	0.000	-	SMA4
chr5_KI270897v1_alt	581044	616053	NR_033417	0.000	-	GTF2H2B
chr5_KI270897v1_alt	80649	141319	NR_033968	0.000	+	GUSBP9
chr5_KI270897v1_alt	495389	819690	NR_034021	0.000	-	SMA5
chr5_KI270897v1_alt	103604	108882	NR_073404	0.000	-	LOC441081
chr5_KI270898v1_alt	127080	130957	NM_006261	0.000	-	PROP1
chr5_KI270898v1_alt	9796	18804	NR_003615	0.000	+	LOC728554
chr6	131573203	131584332	NM_000045	0.000	+	ARG1
chr6	80106626	80346270	NM_000056	0.000	+	BCKDHB
chr6	31927476	31945674	NM_000063	0.000	+	C2
chr6	151807678	152103273	NM_000125	0.000	+	ESR1
chr6	6144077	6320691	NM_000129	0.000	-	F13A1
chr6	121435598	121449727	NM_000165	0.000	+	GJA1
chr6	31403566	31415315	NM_000247	0.000	+	MICA
chr6	49430359	49463328	NM_000255	0.000	-	MUT
chr6	42963872	42979243	NM_000287	0.000	-	PEX6
chr6	136822563	136913934	NM_000288	0.000	+	PEX7
chr6	160702192	160754053	NM_000301	0.000	+	PLG
chr6	42696594	42722620	NM_000322	0.000	-	PRPH2
chr6	16299111	16761490	NM_000332	0.000	-	ATXN1
chr6	18128313	18155143	NM_000367	0.000	-	TPMT
chr6	36678678	36687339	NM_000389	0.000	+	CDKN1A
chr6	42155405	42180056	NM_000409	0.000	+	GUCA1A
chr6	137197483	137219430	NM_000416	0.000	-	IFNGR1
chr6	128883140	129516565	NM_000426	0.000	+	LAMA2
chr6	31859051	31862932	NM_000434	0.000	-	NEU1
chr6	116118921	116126133	NM_000493	0.000	-	COL10A1
chr6	32038315	32041670	NM_000500	0.000	+	CYP21A2
chr6	32825409	32838770	NM_000544	0.000	-	TAP2
chr6	32845208	32853971	NM_000593	0.000	-	TAP1
chr6	31575566	31578335	NM_000594	0.000	+	TNF
chr6	31572293	31574323	NM_000595	0.000	+	LTA
chr6	159681722	159693321	NM_000636	0.000	-	SOD2
chr6	34018642	34146137	NM_000841	0.000	-	GRM4
chr6	52750086	52763563	NM_000846	0.000	-	GSTA2
chr6	52896640	52909698	NM_000847	0.000	-	GSTA3
chr6	77462230	77463403	NM_000863	0.000	-	HTR1B
chr6	86937305	87016679	NM_000865	0.000	+	HTR1E
chr6	159969098	160106551	NM_000876	0.000	+	IGF2R
chr6	2999815	3019876	NM_000904	0.000	+	NQO2
chr6	154039101	154132354	NM_000914	0.000	+	OPRM1
chr6	57317616	57646850	NM_000947	0.000	+	PRIM2
chr6	22287243	22297501	NM_000948	0.000	-	PRL
chr6	155264012	155276548	NM_001001346	0.000	+	CLDN20
chr6	149916877	149923078	NM_001001788	0.000	-	RAET1G
chr6	31982056	32002681	NM_001002029	0.000	+	C4B
chr6	32014794	32035418	NM_001002029	0.000	+	C4B
chr6	127288711	127343609	NM_001002030	0.000	-	ECHDC1
chr6	149400358	149401046	NM_001002255	0.000	+	SUMO4
chr6	125154273	125263498	NM_001003395	0.000	+	TPD52L1
chr6	125153732	125263498	NM_001003396	0.000	+	TPD52L1
chr6	125153732	125263498	NM_001003397	0.000	+	TPD52L1
chr6	43629541	43640951	NM_001003690	0.000	+	MAD2L1BP
chr6	31706906	31710595	NM_001003693	0.000	+	LY6G6F
chr6	7107852	7251980	NM_001003698	0.000	+	RREB1
chr6	7107852	7251980	NM_001003699	0.000	+	RREB1
chr6	7107852	7251980	NM_001003700	0.000	+	RREB1
chr6	53647900	53665708	NM_001003760	0.000	-	KLHL31
chr6	104957047	105083332	NM_001004317	0.000	+	LIN28B
chr6	29111809	29112884	NM_001005216	0.000	+	OR2J3
chr6	29086207	29087313	NM_001005226	0.000	-	OR2B3
chr6	130018582	130141449	NM_001007102	0.000	+	L3MBTL3
chr6	116571366	116593601	NM_001007464	0.000	+	RWDD1
chr6	158312659	158511824	NM_001007466	0.000	+	TULP4
chr6	28259296	28260958	NM_001007531	0.000	+	NKAPL
chr6	29656980	29672372	NM_001008228	0.000	+	MOG
chr6	29656980	29672372	NM_001008229	0.000	+	MOG
chr6	154039410	154246867	NM_001008503	0.000	+	OPRM1
chr6	154039101	154091938	NM_001008504	0.000	+	OPRM1
chr6	154039410	154093520	NM_001008505	0.000	+	OPRM1
chr6	34246379	34249108	NM_001008703	0.000	-	C6orf1
chr6	34246379	34249108	NM_001008704	0.000	-	C6orf1
chr6	42890264	42890816	NM_001008739	0.000	-	C6orf226
chr6	136922263	136925638	NM_001008783	0.000	+	SLC35D3
chr6	7541636	7586713	NM_001008844	0.000	+	DSP
chr6	159778497	159789703	NM_001008897	0.000	-	TCP1
chr6	158650013	158764876	NM_001009991	0.000	+	SYTL3
chr6	83853265	83857516	NM_001009994	0.000	+	RIPPLY2
chr6	78867543	78900966	NM_001010844	0.000	+	IRAK1BP1
chr6	122995970	123072919	NM_001010852	0.000	+	CLVS2
chr6	89146049	89165571	NM_001010853	0.000	+	PM20D2
chr6	87344852	87365463	NM_001010868	0.000	+	C6orf163
chr6	46687874	46704319	NM_001010870	0.000	+	TDRD6
chr6	41042497	41044337	NM_001010873	0.000	+	TSPO2
chr6	129831243	129861271	NM_001010876	0.000	-	TMEM244
chr6	35781053	35788064	NM_001010886	0.000	+	CLPSL1
chr6	116616478	116632985	NM_001010892	0.000	+	RSPH4A
chr6	36315757	36336885	NM_001010903	0.000	-	C6orf222
chr6	49499957	49528064	NM_001010904	0.000	+	GLYATL3
chr6	127577173	127591818	NM_001010905	0.000	+	C6orf58
chr6	30983707	30989898	NM_001010909	0.000	+	MUC21
chr6	116461369	116463771	NM_001010919	0.000	+	FAM26F
chr6	127708193	127901081	NM_001010923	0.000	-	THEMIS
chr6	155216962	155257723	NM_001010927	0.000	+	TIAM2
chr6	31528961	31530231	NM_001011700	0.000	+	MCCD1
chr6	127438405	127519355	NM_001012279	0.000	-	SOGA3
chr6	2663628	2750920	NM_001012418	0.000	-	MYLK4
chr6	41546425	41602384	NM_001012426	0.000	+	FOXP4
chr6	41546425	41602384	NM_001012427	0.000	+	FOXP4
chr6	28432654	28443502	NM_001012455	0.000	-	ZSCAN23
chr6	126339788	126348875	NM_001012507	0.000	+	CENPW
chr6	43506964	43510343	NM_001012974	0.000	-	LRRC73
chr6	99542386	99568814	NM_001013399	0.000	-	CCNC
chr6	143864435	143938346	NM_001013623	0.000	+	ZC2HC1B
chr6	47878027	48068689	NM_001013732	0.000	-	PTCHD4
chr6	112347329	112351296	NM_001013734	0.000	+	RFPL4B
chr6	34417453	34426125	NM_001014	0.000	-	RPS10
chr6	33416541	33418288	NM_001014433	0.000	-	CUTA
chr6	33416541	33418288	NM_001014837	0.000	-	CUTA
chr6	33416541	33418288	NM_001014838	0.000	-	CUTA
chr6	33416541	33418288	NM_001014840	0.000	-	CUTA
chr6	45328316	45551082	NM_001015051	0.000	+	RUNX2
chr6	132814568	132817564	NM_001016	0.000	+	RPS12
chr6	73362676	73364175	NM_001017361	0.000	+	KHDC3L
chr6	130144301	130222954	NM_001017373	0.000	-	SAMD3
chr6	145625303	145735855	NM_001018041	0.000	-	EPM2A
chr6	28267009	28278223	NM_001023560	0.000	+	ZSCAN26
chr6	159679115	159693321	NM_001024465	0.000	-	SOD2
chr6	159679115	159693321	NM_001024466	0.000	-	SOD2
chr6	45328316	45551082	NM_001024630	0.000	+	RUNX2
chr6	110099818	110180004	NM_001024934	0.000	-	WASF1
chr6	110099818	110180004	NM_001024935	0.000	-	WASF1
chr6	110099818	110180004	NM_001024936	0.000	-	WASF1
chr6	73353061	73354276	NM_001025290	0.000	-	DPPA5
chr6	43770208	43786486	NM_001025366	0.000	+	VEGFA
chr6	43770208	43786486	NM_001025367	0.000	+	VEGFA
chr6	43770208	43786486	NM_001025368	0.000	+	VEGFA
chr6	43770208	43786486	NM_001025369	0.000	+	VEGFA
chr6	43770208	43786486	NM_001025370	0.000	+	VEGFA
chr6	117907525	118317676	NM_001029858	0.000	+	SLC35F1
chr6	169702160	169706306	NM_001029863	0.000	+	C6orf120
chr6	150599862	150843663	NM_001029884	0.000	+	PLEKHG1
chr6	147508691	147570021	NM_001030060	0.000	+	SAMD5
chr6	57090029	57170300	NM_001031623	0.000	+	ZNF451
chr6	125986429	126039274	NM_001031712	0.000	+	TRMT11
chr6	13786548	13814560	NM_001031713	0.000	-	MCUR1
chr6	87407971	87464473	NM_001031743	0.000	+	C6orf165
chr6	10396682	10412374	NM_001032280	0.000	-	TFAP2A
chr6	142301918	142446266	NM_001032394	0.000	+	GPR126
chr6	142301918	142446266	NM_001032395	0.000	+	GPR126
chr6	132617149	132624275	NM_001033080	0.000	-	TAAR2
chr6	112087470	112102790	NM_001033564	0.000	+	FAM229B
chr6	43770208	43786486	NM_001033756	0.000	+	VEGFA
chr6	50018842	50021981	NM_001037497	0.000	-	DEFB110
chr6	50043574	50048651	NM_001037498	0.000	-	DEFB112
chr6	49960291	49964105	NM_001037499	0.000	-	DEFB114
chr6	50009137	50021981	NM_001037728	0.000	-	DEFB110
chr6	49968676	49969625	NM_001037729	0.000	-	DEFB113
chr6	31762995	31764847	NM_001039651	0.000	+	SAPCD1
chr6	167826990	167965113	NM_001040000	0.000	+	MLLT4
chr6	33794671	33804016	NM_001040109	0.000	-	MLN
chr6	99919909	99994223	NM_001040179	0.000	-	MCHR2
chr6	123803923	124825640	NM_001040214	0.000	+	NKAIN2
chr6	10886830	10974308	NM_001040274	0.000	+	SYCP2L
chr6	14117633	14136917	NM_001040280	0.000	+	CD83
chr6	31834914	31839766	NM_001040437	0.000	+	C6orf48
chr6	31834914	31839766	NM_001040438	0.000	+	C6orf48
chr6	10396682	10419564	NM_001042425	0.000	-	TFAP2A
chr6	118460771	118651857	NM_001042475	0.000	-	CEP85L
chr6	87322587	87342328	NM_001042493	0.000	+	SMIM8
chr6	145884808	145964097	NM_001042683	0.000	-	SHPRH
chr6	3153665	3157549	NM_001069	0.000	-	TUBB2A
chr6	39904257	39934551	NM_001075098	0.000	-	MOCS1
chr6	27388744	27401448	NM_001076781	0.000	+	ZNF391
chr6	31158525	31164215	NM_001077511	0.000	+	TCF19
chr6	138796110	138904070	NM_001077706	0.000	+	ECT2L
chr6	44219504	44234151	NM_001078174	0.000	+	SLC29A1
chr6	44223503	44234151	NM_001078175	0.000	+	SLC29A1
chr6	44223503	44234151	NM_001078176	0.000	+	SLC29A1
chr6	44223625	44234151	NM_001078177	0.000	+	SLC29A1
chr6	128883140	129516565	NM_001079823	0.000	+	LAMA2
chr6	24494968	24537207	NM_001080	0.000	+	ALDH5A1
chr6	162727131	163315492	NM_001080378	0.000	+	PACRG
chr6	162727969	163315492	NM_001080379	0.000	+	PACRG
chr6	20099685	20212464	NM_001080480	0.000	-	MBOAT1
chr6	99432305	99515376	NM_001080481	0.000	-	USP45
chr6	73368556	73369792	NM_001080507	0.000	-	OOEP
chr6	84732495	84764236	NM_001080508	0.000	-	TBX18
chr6	116280119	116438281	NM_001080976	0.000	+	DSE
chr6	109095152	109163912	NM_001083535	0.000	+	CEP57L1
chr6	4079205	4130765	NM_001085401	0.000	+	C6orf201
chr6	116752196	116765723	NM_001085480	0.000	-	FAM162B
chr6	35118070	35141410	NM_001093728	0.000	-	TCP11
chr6	29723339	29726526	NM_001098478	0.000	+	HLA-F
chr6	29723339	29727296	NM_001098479	0.000	+	HLA-F
chr6	25845099	25874243	NM_001098486	0.000	-	SLC17A3
chr6	46852505	46921977	NM_001098518	0.000	-	GPR116
chr6	31639027	31652393	NM_001098534	0.000	-	BAG6
chr6	38168450	38640148	NM_001099272	0.000	-	BTBD9
chr6	143677964	143831185	NM_001100164	0.000	+	PHACTR2
chr6	143677964	143831185	NM_001100165	0.000	+	PHACTR2
chr6	143608179	143831185	NM_001100166	0.000	+	PHACTR2
chr6	75601905	75718278	NM_001100409	0.000	+	SENP6
chr6	118959828	119149193	NM_001100411	0.000	-	FAM184A
chr6	11538226	11583524	NM_001100829	0.000	+	TMEM170B
chr6	112107930	112254715	NM_001105206	0.000	-	LAMA4
chr6	112107930	112254715	NM_001105207	0.000	-	LAMA4
chr6	112253781	112254715	NM_001105208	0.000	-	LAMA4
chr6	112253781	112254715	NM_001105209	0.000	-	LAMA4
chr6	127288711	127343609	NM_001105544	0.000	-	ECHDC1
chr6	127288711	127343609	NM_001105545	0.000	-	ECHDC1
chr6	31142438	31157789	NM_001105563	0.000	-	CCHCR1
chr6	31142438	31157789	NM_001105564	0.000	-	CCHCR1
chr6	17763692	17987623	NM_001105566	0.000	-	KIF13A
chr6	17763692	17987623	NM_001105567	0.000	-	KIF13A
chr6	17759182	17987623	NM_001105568	0.000	-	KIF13A
chr6	29672391	29677154	NM_001109809	0.000	-	ZFP57
chr6	28267009	28278223	NM_001111039	0.000	+	ZSCAN26
chr6	158765740	158819424	NM_001111077	0.000	-	EZR
chr6	109390214	109441171	NM_001111298	0.000	-	PPIL6
chr6	32970887	32981505	NM_001113182	0.000	+	BRD2
chr6	45898452	46080348	NM_001114086	0.000	-	CLIC5
chr6	152987264	153002790	NM_001114184	0.000	-	MTRF1L
chr6	151807318	152103273	NM_001122740	0.000	+	ESR1
chr6	151805672	152103273	NM_001122741	0.000	+	ESR1
chr6	151690495	152103273	NM_001122742	0.000	+	ESR1
chr6	79484990	79537430	NM_001122769	0.000	-	LCA5
chr6	168055783	168075866	NM_001122841	0.000	-	FRMD1
chr6	125790762	125932030	NM_001122842	0.000	+	NCOA7
chr6	110245945	110358272	NM_001123364	0.000	-	METTL24
chr6	73223544	73225452	NM_001126063	0.000	-	KHDC1L
chr6	10747758	10756981	NM_001127711	0.000	+	TMEM14B
chr6	147204357	147390476	NM_001127715	0.000	+	STXBP5
chr6	16299111	16761490	NM_001128164	0.000	-	ATXN1
chr6	32038315	32041670	NM_001128590	0.000	+	CYP21A2
chr6	3258927	3268066	NM_001128591	0.000	+	PSMG4
chr6	3258927	3268066	NM_001128592	0.000	+	PSMG4
chr6	138904014	138988261	NM_001128617	0.000	-	REPS1
chr6	167975923	167976939	NM_001129895	0.000	-	HGC6.3
chr6	135181314	135219173	NM_001130172	0.000	+	MYB
chr6	135181314	135219173	NM_001130173	0.000	+	MYB
chr6	165327286	165662100	NM_001130690	0.000	-	PDE10A
chr6	154154482	154330081	NM_001130699	0.000	-	IPCEF1
chr6	154154482	154356766	NM_001130700	0.000	-	IPCEF1
chr6	49834265	49866505	NM_001131	0.000	-	CRISP1
chr6	41787442	41789896	NM_001134493	0.000	+	TOMM6
chr6	18224168	18264568	NM_001134709	0.000	-	DEK
chr6	39314697	39322554	NM_001135105	0.000	-	KCNK16
chr6	39316170	39322554	NM_001135106	0.000	-	KCNK16
chr6	39314697	39322554	NM_001135107	0.000	-	KCNK16
chr6	39299000	39314461	NM_001135111	0.000	-	KCNK17
chr6	28324737	28336134	NM_001135216	0.000	-	ZSCAN31
chr6	130839347	131063322	NM_001135554	0.000	-	EPB41L2
chr6	130839347	131063322	NM_001135555	0.000	-	EPB41L2
chr6	122399550	122433119	NM_001135564	0.000	+	HSF2
chr6	11094032	11138736	NM_001135575	0.000	+	SMIM13
chr6	127968778	128520725	NM_001135648	0.000	-	PTPRK
chr6	8073359	8102595	NM_001135650	0.000	-	EEF1E1
chr6	3258927	3263863	NM_001135750	0.000	+	PSMG4
chr6	32180967	32184322	NM_001136	0.000	-	AGER
chr6	41934932	42048894	NM_001136017	0.000	-	CCND3
chr6	41934932	41941848	NM_001136125	0.000	-	CCND3
chr6	41934932	42048894	NM_001136126	0.000	-	CCND3
chr6	32115267	32128240	NM_001136153	0.000	-	ATF6B
chr6	44270742	44279445	NM_001137560	0.000	+	TMEM151B
chr6	89829899	89874436	NM_001137667	0.000	+	CASP8AP2
chr6	89829899	89874436	NM_001137668	0.000	+	CASP8AP2
chr6	116496487	116545610	NM_001139444	0.000	-	TRAPPC3L
chr6	127288711	127342407	NM_001139510	0.000	-	ECHDC1
chr6	109366513	109382559	NM_001142401	0.000	-	CD164
chr6	109366513	109382559	NM_001142402	0.000	-	CD164
chr6	109366513	109382559	NM_001142403	0.000	-	CD164
chr6	109366513	109382559	NM_001142404	0.000	-	CD164
chr6	152970522	152983605	NM_001142522	0.000	-	FBXO5
chr6	8413066	8435567	NM_001142541	0.000	-	SLC35B3
chr6	33721665	33746985	NM_001142883	0.000	-	IP6K3
chr6	134169245	134318058	NM_001143676	0.000	-	SGK1
chr6	134169245	134177872	NM_001143677	0.000	-	SGK1
chr6	134169245	134175932	NM_001143678	0.000	-	SGK1
chr6	63275950	63319977	NM_001143940	0.000	-	LGSN
chr6	17282063	17293868	NM_001143941	0.000	+	RBM24
chr6	17281577	17293868	NM_001143942	0.000	+	RBM24
chr6	33771212	33786942	NM_001143944	0.000	-	LEMD2
chr6	167291314	167316014	NM_001143947	0.000	+	UNC93A
chr6	11713654	11779047	NM_001143948	0.000	-	ADTRP
chr6	96794121	96837477	NM_001143957	0.000	-	GPR63
chr6	75252921	75284916	NM_001143958	0.000	-	TMEM30A
chr6	13304950	13328583	NM_001143964	0.000	-	TBC1D7
chr6	13304950	13328583	NM_001143965	0.000	-	TBC1D7
chr6	13304950	13328583	NM_001143966	0.000	-	TBC1D7
chr6	4836097	4955544	NM_001143970	0.000	+	CDYL
chr6	4889991	4955544	NM_001143971	0.000	+	CDYL
chr6	138422043	138499442	NM_001144060	0.000	-	NHSL1
chr6	56457986	56954628	NM_001144769	0.000	-	DST
chr6	56457986	56851916	NM_001144770	0.000	-	DST
chr6	31547575	31558829	NM_001144961	0.000	+	NFKBIL1
chr6	31546850	31558829	NM_001144962	0.000	+	NFKBIL1
chr6	31546850	31558829	NM_001144963	0.000	+	NFKBIL1
chr6	26402236	26415216	NM_001145008	0.000	+	BTN3A1
chr6	26402236	26415216	NM_001145009	0.000	+	BTN3A1
chr6	10671417	10694606	NM_001145020	0.000	-	C6orf52
chr6	5085485	5087221	NM_001145115	0.000	+	PPP1R3G
chr6	167170592	167182908	NM_001145121	0.000	+	TCP10L2
chr6	109492855	109691212	NM_001145128	0.000	-	AK9
chr6	134960382	135054898	NM_001145158	0.000	-	HBS1L
chr6	135035856	135054898	NM_001145207	0.000	-	HBS1L
chr6	154010495	154132354	NM_001145279	0.000	+	OPRM1
chr6	154010495	154132354	NM_001145280	0.000	+	OPRM1
chr6	154010495	154132354	NM_001145281	0.000	+	OPRM1
chr6	154039410	154110453	NM_001145282	0.000	+	OPRM1
chr6	154039410	154109018	NM_001145283	0.000	+	OPRM1
chr6	154039410	154109018	NM_001145284	0.000	+	OPRM1
chr6	154039410	154107652	NM_001145285	0.000	+	OPRM1
chr6	154039410	154107652	NM_001145286	0.000	+	OPRM1
chr6	154086506	154132354	NM_001145287	0.000	+	OPRM1
chr6	31588882	31592985	NM_001145466	0.000	-	NCR3
chr6	31589273	31592985	NM_001145467	0.000	-	NCR3
chr6	49550399	49552095	NM_001145652	0.000	+	C6orf141
chr6	131708440	131711017	NM_001145659	0.000	-	CTAGE9
chr6	36243167	36308595	NM_001145716	0.000	+	PNPLA1
chr6	36270459	36308595	NM_001145717	0.000	+	PNPLA1
chr6	35573584	35728583	NM_001145775	0.000	-	FKBP5
chr6	35573584	35688915	NM_001145776	0.000	-	FKBP5
chr6	35580556	35688942	NM_001145777	0.000	-	FKBP5
chr6	31927476	31945674	NM_001145903	0.000	+	C2
chr6	43477522	43506556	NM_001146016	0.000	+	TJAP1
chr6	43489583	43506556	NM_001146017	0.000	+	TJAP1
chr6	43477522	43506556	NM_001146018	0.000	+	TJAP1
chr6	43477522	43506556	NM_001146019	0.000	+	TJAP1
chr6	43477522	43506556	NM_001146020	0.000	+	TJAP1
chr6	109444062	109455987	NM_001159291	0.000	-	MICAL1
chr6	73696084	73828317	NM_001159587	0.000	+	CD109
chr6	73696084	73828317	NM_001159588	0.000	+	CD109
chr6	85607783	85642922	NM_001159673	0.000	-	SYNCRIP
chr6	85607783	85642890	NM_001159674	0.000	-	SYNCRIP
chr6	85613974	85641451	NM_001159675	0.000	-	SYNCRIP
chr6	85607783	85641451	NM_001159676	0.000	-	SYNCRIP
chr6	85607783	85643325	NM_001159677	0.000	-	SYNCRIP
chr6	41042717	41044337	NM_001159726	0.000	+	TSPO2
chr6	31572098	31574323	NM_001159740	0.000	+	LTA
chr6	24667034	24705067	NM_001160094	0.000	+	ACOT13
chr6	72621842	73198850	NM_001160130	0.000	+	KCNQ5
chr6	72621842	73198850	NM_001160132	0.000	+	KCNQ5
chr6	72621842	73198850	NM_001160133	0.000	+	KCNQ5
chr6	72621842	73198850	NM_001160134	0.000	+	KCNQ5
chr6	88139865	88166048	NM_001160226	0.000	-	CNR1
chr6	88139865	88166048	NM_001160258	0.000	-	CNR1
chr6	88139865	88166048	NM_001160259	0.000	-	CNR1
chr6	135181314	135219173	NM_001161656	0.000	+	MYB
chr6	135181314	135219173	NM_001161657	0.000	+	MYB
